"recipe_id","created_time","updated_time","authorship","dish_name","recipe_view_count","recipe_intro","recipe_thumbnail","recipe_title","reference_recipe","review_count","star_count","user_token_id","level","time","version"
"1000666","2023-10-01 00:00:00",\N,"요리조리","볶음밥","1731","양념을 해서 냉동 해 둔 소불고기를 이용해서 쉽게 만들 수 있는 레시피입니다. 쉽게 말해 소불고기 볶음밥이고요. 거기에 치즈만 올려 준 것이라고 생각하시면 됩니다.","/src/3c440426-2321-45c5-a6b1-3588c21c5fb5.jpg","불고기 치즈 볶음밥",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000808","2023-10-01 00:00:00",\N,"요리조리","송어상추까나페","410","","/src/949db6ac-1acc-4eb7-9f00-7caffd7213b0.jpg","송어상추까나페",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1001227","2023-10-01 00:00:00",\N,"요리조리","해물순두부찌개","2606","부드럽게 넘어가는 맛이 최고!! 시원하고 개운한 국물맛이 단백하게 입맛을 살려주는 순두부찌개!!","/src/20230821-b6115b79-d6ce-4d54-8bb1-e172b5369c68.jpg","해물순두부찌개",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000677","2023-09-30 00:00:00",\N,"요리조리","단호박","2651","단단한 껍질 속에 노란빛의 달콤한 과육을 가지고 있는 단호박 단호박은 갓 수확했을 때보다 약 2주가량의 후숙 기간을 거치면 당도가 올라갑니다. 찜기로 미니단호박 찌는법 그뿐만 아니라 미니단호박 전자레인지 찌는법 까지 알려드릴게요.","/src/3e2bd6ec-d475-474f-8f3c-6fb0de28d9fc.jpg","미니단호박 찌는법 미니단호박 전자레인지 찌는법 까지",\N,"3","4.3","yorizori2018","중","30분 이내",\N
"1000923","2023-09-30 00:00:00",\N,"요리조리","잡탕밥","2222","냉장고안에 남아있는 해물이랑 채소들을 모두 넣어서 냉장고는 비우고 배는 채우고~","/src/8a07c157-a5c4-4d53-862c-88eaadabb88a.jpg","잡탕밥",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000555","2023-09-30 00:00:00",\N,"요리조리","샌드위치","245","부드러운 감자와 고소한 마요네즈의 조합! 삶은 계란과 아삭아삭한 오이가 씹히니까 씹는 재미도 있는 맛있는 감자샌드위치. 만들기 간편하고 든든한 메뉴라 도시락으로도 좋고 간식으로도 좋아요.","/src/200ee6de-210f-4930-ad66-696f99e5c18c.jpg","계란 감자 샌드위치 만들기 에그 포테이토 샌드위치 간편하고 든든한 간식",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000575","2023-09-30 00:00:00",\N,"요리조리","무장아찌무침","1257","여름반찬으로 무장아찌무침 만들어봅니다.","/src/7d8d8e7a-b4c5-4ce8-8709-fe3203f1a321.jpg","무장아찌무침...",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000738","2023-09-29 00:00:00",\N,"요리조리","가지튀김","2993","한 식당에서 가지튀김을 맛보았는데요, 겉은 바삭하고 속은 너무 촉촉해서 깜놀했답니다. 가지 튀김 속이 이렇게 부드러웠나?!! 처음 맛보는 듯한 감탄스런 맛에 놀라며, 집에서 꼭 만들어봐야지! 했었답니다. 식당에서 맛 본 것과 비슷한 스타일로 만들었는데요, 똑같은 맛을 내진 못했지만 그래도 비슷하게 맛있었어요.","/src/af46fc55-d873-4cf1-b9b9-013b42f7ba16.jpg","가지튀김 만들기 가지튀김 레시피 겉바속촉 제대로!",\N,"2","3.0","yorizori2018","중","30분 이내",\N
"1000624","2023-09-28 00:00:00",\N,"요리조리","간장조림 돼지고기","1549","고기 좋아하는 분들이라면 추천!","/src/eae49a79-d71f-4ed9-a547-04f506583ce2.jpg","삼겹살 간장조림 돼지고기 요리 쉬운 레시피",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001144","2023-09-28 00:00:00",\N,"요리조리","쇠고기무국","138","쇠고기무국에 제일 중요한것은 바로 무의 선택이죠","/src/20230821-60fb47bf-37e2-4911-b72b-3df0a178fbd4.jpg","쇠고기무국",\N,"0","0.0","yorizori2018","중","60분 이내",\N
"1001367","2023-09-28 00:00:00",\N,"요리조리","양송이치즈구이","1669","영양가가 듬뿍~ 양송이 버섯에 치즈의 맛을 더했답니다..","/src/20230821-395722d5-5a8a-4e1d-8c49-35495a0682d5.jpg","양송이치즈구이",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000477","2023-09-28 00:00:00",\N,"요리조리","주먹밥","2435","견과류 멸치볶음밥을 만들어 사각김밥을 만들어요.","/src/1efcd8cb-15e7-40c3-8fe1-77d8859e9fce.jpg","멸치 김 주먹밥 만드는 법 사각김밥 만들기 견과류 멸치볶음 만드는 법 멸치볶음밥",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001669","2023-09-28 00:00:00",\N,"요리조리","요거트크림새우","2169","상큼한 요거트에 오동통한 새우튀김이 퐁당! 아이들 간식, 맥주안주로 안성맞춤이에요~!","/src/386f7500-8fd7-411b-bb09-b7e01ca3675a.jpg","요거트크림새우",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1001678","2023-09-28 00:00:00",\N,"요리조리","고구마전","2668","달콤한 고구마로 전을 부쳐보세요. 고소함과 달콤함이 어울어져 더욱 맛있습니다.","/src/7482d657-1a17-48b0-b67b-1feabb60a52c.jpg","고구마전",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1002016","2023-09-28 00:00:00",\N,"요리조리","어리굴젓","1347","싱싱한 굴로 만든 어리굴젓 하나면 밥 한그릇 뚝딱이죠.","/src/330dec0f-87e8-4126-aaa4-d781e4ccd2cf.jpg","어리굴젓",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1002075","2023-09-28 00:00:00",\N,"요리조리","증편","1080","일명 술떡이라고 불리는 우리의 전통 떡요리입니다. 전통요리는 정성이 많이 든 음식들이에요.","/src/5efb42a2-3119-48e7-aba8-2040e86fd257.jpg","증편",\N,"0","0.0","yorizori2018","상","60분 이내",\N
"1001626","2023-09-27 00:00:00",\N,"요리조리","레몬치킨","2359","상큼한 레몬소스에 부드러운 닭살을 넣어 버무린 요리랍니다.","/src/4a0fdb3c-a52d-4da2-88e2-490a9d2f1e0f.jpg","레몬치킨",\N,"0","0.0","yorizori2018","중","60분 이내",\N
"1001208","2023-09-27 00:00:00",\N,"요리조리","순두부","743","따뜻한 김이 모락모락 나는 순두부에 감칠맛나는 간장양념을 살짝 비벼 먹는 그 맛~","/src/20230821-edaca536-02c4-442a-983f-941f7cc32406.jpg","순두부",\N,"0","0.0","yorizori2018","중","90분 이내",\N
"1000950","2023-09-26 00:00:00",\N,"요리조리","어묵김밥","1003","김밥속에만 들어가던 어묵이 혁명을 일으켜서 어묵세상을 만들어 버렸네요. 김을 몰아내고 어묵이 장악한 세상이죠.","/src/d12a0401-7849-4f0a-b280-f44329e1fef9.jpg","어묵김밥",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1001621","2023-09-26 00:00:00",\N,"요리조리","깐풍새우","1355","매콤하고 새콤한 새우요리!! 손님접대용으로 그만이랍니다^^","/src/ef12ea72-fce3-4a88-b4a2-8889b938bbcb.jpg","깐풍새우",\N,"0","0.0","yorizori2018","중","60분 이내",\N
"1001762","2023-09-26 00:00:00",\N,"요리조리","모듬해산물채소찜","2622","다양한 채소와 싱싱한 해산물의 맛깔 나는 하모니","/src/e7aa8021-b6d4-40c5-84d2-196581ddfd98.jpg","모듬해산물채소찜",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1002349","2023-09-26 00:00:00",\N,"요리조리","약고추장","419","다진 쇠고기가 고추장 사이에 들어있어 고추장 맛이 더욱 고소해요.","/src/7cbe80ad-1814-4686-b13c-7d54bd5e1de9.jpg","약고추장",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1002409","2023-09-26 00:00:00",\N,"요리조리","꼬마버거","1228","아침식사로 간단하게 맛있는 꼬마버거를 만들어보세요. 굴소스에 양념한 그맛.","/src/fec13dd1-0975-479b-89ea-1f3bf37e9c69.jpg","꼬마버거",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1000462","2023-09-26 00:00:00",\N,"요리조리","요거트블루베리","2628","더운날 아이스크림을 입에 달고 있어서 이왕이면 다이어트에도 도움되는 간식이 없을까? 고민하다가 요리 스승 천국인 유튜브를 보다 정말 간단한 레시피로 여러분들이 올린 다이어트 간식을 발견했네요","/src/d928f63c-31a6-418d-8752-8e2777dc2513.jpg","다이어트 간식 얼려 먹는 그릭요거트블루베리",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001473","2023-09-25 00:00:00",\N,"요리조리","오징어불고기","1643","오징어로 불고기를 만들어 맛있게 드셔보세요~ 간단하면서도 쉽게 맛낼 수 있답니다.","/src/20230821-dddd404a-7be9-44ed-9bd5-fca9f5b1aae0.jpg","오징어불고기",\N,"0","0.0","yorizori2018","중","60분 이내",\N
"1001782","2023-09-25 00:00:00",\N,"요리조리","오징어순대","2558","오징어로 순대를 만든다? 아주 색다른 음식이죠.","/src/5c3aca23-47be-42cb-a6b0-8be2daa38921.jpg","오징어순대",\N,"0","0.0","yorizori2018","중","60분 이내",\N
"1001971","2023-09-25 00:00:00",\N,"요리조리","컵샐러드","2020","컵안에 들어간 채소샐러드가 모양도 이쁜데 맛까지 좋답니다.","/src/cf3471c0-ed63-4c38-b8b9-7e13efc8e83c.jpg","컵샐러드",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001416","2023-09-25 00:00:00",\N,"요리조리","베이컨꼬치구이","738","베이컨에 여러가지 재료를 넣어 꼬치구이를 했답니다.","/src/20230821-8f324544-3c49-4fd2-85f7-5c3a94222c59.jpg","베이컨꼬치구이",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000620","2023-09-24 00:00:00",\N,"요리조리","초당옥수수","1635","초당옥수수 철이왔네요~ 부드럽고 달콤하고 특히 NON_GMO 라 맘 놓고 먹을 수 있는 제주 초당옥수수 먹는법,찌는법,보관법 정리해보아요~","/src/30f5cb39-494e-4e0e-b8ec-9b84a8a8c1c6.jpg","초당옥수수 먹는법,찌는법,보관법",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001086","2023-09-24 00:00:00",\N,"요리조리","김치 파스타","992","느끼하지 않은 파스타를 먹고 싶으시다고요? 김치를 이용한 파스타는 어떨까요.","/src/20230821-adb3c73e-fdf8-4e98-9483-b7a443f6999b.jpg","김치 파스타",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1001287","2023-09-24 00:00:00",\N,"요리조리","베이컨떡말이","1784","베이컨이 간장을 만나 개운함과 감칠맛을 더했답니다! 아이들 간식으로 준비해보세요!","/src/20230821-ab0aa3b4-2608-4552-ad25-58217395680d.jpg","베이컨떡말이",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1002052","2023-09-24 00:00:00",\N,"요리조리","건포도찹쌀단자","3009","부드럽고 찰진 단자로 차 한잔과 함께하는 여유를 찾아보세요!","/src/407f9e1e-b2e0-4d7c-b6ec-06d8759488d5.jpg","건포도찹쌀단자",\N,"3","4.3","yorizori2018","중","60분 이내",\N
"1000351","2023-09-24 00:00:00",\N,"요리조리","바나나맛우유","1227","여러분들은 우유에 노른자를 넣는다면 어떨 것 같으신가요? 한때 노른자로 단지형 바나나맛 우유 맛을 낼 수 있다고 인터넷에 글들이 올라왔어서 궁금해서 만들어봤는데 과연 맛은 어땠을까요? 간단하니 여러분들도 한번 만들어보세요~!!","/src/d9a134b6-0a69-49a4-8d97-a0735cfd00b9.jpg","남은 노른자를 이용한 바나나맛 우유 만드는 법",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001848","2023-09-23 00:00:00",\N,"요리조리","송어샐러드","731","신선한 채소와 송어에 상큼한 파인애플 드레싱을 얹은 요리","/src/3289eded-88da-4759-9122-39967ed88e83.jpg","송어샐러드",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1002266","2023-09-23 00:00:00",\N,"요리조리","대추생강차","1120","감기 때문에 고생한다면 대추생강차 한잔 드셔보세요~ 감기가 싹 사라집니다!","/src/6b430c6b-1e5f-4d37-9522-534bb1466e7b.jpg","대추생강차",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1000241","2023-09-22 00:00:00",\N,"요리조리","가지냉국","739","무더운 여름 국보다 냉국을 찾게 되는데 가지냉국 만들어 드셔보세요. 시원한게 정말 맛있답니다.","/src/78beccb1-7964-440d-bdb2-84b13d1664b4.jpg","가지냉국",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000511","2023-09-22 00:00:00",\N,"요리조리","노각무침","1042","아삭아삭 새콤한 노각무침 만들었어요","/src/311e27a5-edd9-4f87-9b47-69f336c5ed1c.jpg","오도독 오도독 노각무침",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001203","2023-09-22 00:00:00",\N,"요리조리","부대찌개","1184","햄과 갖은 재료로 푸짐한 부대찌개로 오늘 저녁상을 근사하게 차려보세요~","/src/20230821-4695c710-a859-4319-8b1b-f3208d179270.jpg","부대찌개",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1001157","2023-09-21 00:00:00",\N,"요리조리","조개맑은탕","2415","조개로 맑고 깨끗한 맑은탕 한번 끓여보세요!","/src/20230821-7cdb27d7-70c2-4217-9a5c-f7ab96c4409d.jpg","조개맑은탕",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1000313","2023-09-21 00:00:00",\N,"요리조리","훈제오리볶음밥","1258","복덩이가 요새 잘 먹는 메뉴 중 하나가 훈제오리예요. 어린이집에서도 훈제오리가 나오면 얼른 먹고 더 달라고 한대요. 매번 채소와 구워주기만 하다 이번에는 볶음밥을 만들어 줬어요. 한그릇 뚝딱! 맛있게 비웠답니다.","/src/f7a99087-9118-4a9d-8f7b-f903b3da47ab.jpg","아기 훈제오리볶음밥 만들기 훈제오리 레시피 아기볶음밥 추천",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1002043","2023-09-21 00:00:00",\N,"요리조리","곤약무침","932","곤약초가 맛이 없다는 편견을 깨주는 간편하고 새콤한 곤약무침! 다이어트에도 그만이랍니다~","/src/738cfd63-c495-4b8d-9e6e-3b8abf2e118d.jpg","곤약무침",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1002098","2023-09-21 00:00:00",\N,"요리조리","과일타르트","937","타르트의 고소함과 과일의 상큼함이 어우러져 깔끔한 디저트로 좋은 음식이죠~ 모양도 넘 예쁘고 따라해 보세요~~","/src/5c7eba87-1fe8-4e3e-99ac-72828277f4c6.jpg","과일타르트",\N,"0","0.0","yorizori2018","중","60분 이내",\N
"1001831","2023-09-20 00:00:00",\N,"요리조리","두릅된장무침","279","구수한 된장에 두릅을 오물조물 무쳐보세요. 정말 구수하답니다!","/src/dc4cf6e4-8ed5-4649-ad5e-83612b275e71.jpg","두릅된장무침",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1001912","2023-09-20 00:00:00",\N,"요리조리","콩샐러드","368","간단한 아침 식사로 든든하게 준비하세요. 콩은 우리몸에 너무 좋잖아요.","/src/2b50cc9c-410a-4c10-970d-a178c3199e6a.jpg","콩샐러드",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1000522","2023-09-20 00:00:00",\N,"요리조리","멸치볶음","2369","칼칼한 청양고추를 넣은 매콤한 잔멸치볶음~~","/src/61cfd7d3-757e-4410-852c-4c083f0afd54.jpg","이보은 멸치볶음 멸치고추볶음 잔멸치요리 초간단 레시피 도시락반찬 feat. 청양고추 편마늘",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000963","2023-09-20 00:00:00",\N,"요리조리","파프리카볶음밥","2438","형형색깔의 파프리카 속에 볶음밥으로 아이들도 참 좋아해요.","/src/bec89983-a0f8-4cf9-b8fa-5350033de734.jpg","파프리카볶음밥",\N,"0","0.0","yorizori2018","하","90분 이내",\N
"1000990","2023-09-20 00:00:00",\N,"요리조리","미역수제비","682","미역국에 수제비를 넣고 끓여보세요! 색다른 맛이랍니다.","/src/20230821-be1afada-2d93-45f0-9930-147acfd0b319.jpg","미역수제비",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1000442","2023-09-19 00:00:00",\N,"요리조리","스팸 무스비","1711","오늘은 스팸으로 간단하게 만들어 먹을 수 있는 스팸무스비 만드는 법을 준비했습니다. 무스비는 간단히 말해 김으로 감싼 주먹밥이라고 생각하시면 됩니다. 하와이식 초밥으로 불리기도 합니다. 주말 오전 밥하기도 귀찮고 집에 선물로 많이 들어온 스팸이 눈에 띄는데요. 그냥 구워 먹기는 아쉽고 이렇게 예쁜 김밥으로 만들어 먹으니까 기분도 색다르고 먹는 맛도 있어서 좋았어요. 재료도 간단하고 만들기도 쉬워서 뚝딱 만들 수 있는 게 가장 장점입니다. 사실 김밥과 거","/src/b0bd5514-e898-4fde-948a-e4681f482ffc.jpg","간편한 도시락 메뉴 스팸 무스비 만들기 하와이안 무스비",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001690","2023-09-19 00:00:00",\N,"요리조리","대구전","1421","쫄깃쫄깃한 대구살로 전을 부쳐보세요. 담백한 맛이 일품입니다.","/src/c832873d-05d3-43fa-ad07-08f0259b212f.jpg","대구전",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1001525","2023-09-18 00:00:00",\N,"요리조리","햄마늘볶음","1402","향긋한 마늘기름에 몸에 좋은 야채와 햄을 볶아보세요~아이들 도시락 반찬으로 아주 좋답니다!","/src/20230821-d764ac10-5982-46e6-aa4d-fcfc3a3cc60a.jpg","햄마늘볶음",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1001636","2023-09-17 00:00:00",\N,"요리조리","콘소스탕수육","2170","맛있는 탕수육을 더욱더 맛있게 만들어보세요.","/src/920f8f63-f32f-4104-ad4b-997d6bdf58dc.jpg","콘소스탕수육",\N,"0","0.0","yorizori2018","중","60분 이내",\N
"1002036","2023-09-17 00:00:00",\N,"요리조리","포기김치","1138","밥만큼 자주먹는 포기김치! 아삭아삭하게 만들어볼까요?","/src/d32bc9e4-7b85-401c-9e99-f9cf169dbf82.jpg","포기김치",\N,"0","0.0","yorizori2018","상","10분 이내",\N
"1002142","2023-09-17 00:00:00",\N,"요리조리","모양쿠키","1612","아이들과 같이 한번 만들어 보세요~","/src/cfe659a9-333d-4985-883b-d307dbcc8a45.jpg","모양쿠키",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1000038","2023-09-17 00:00:00",\N,"요리조리","스팸덮밥","2866","스팸을 이용해 초간단하게 만들어본 한그릇요리~ 매콤 스팸덮밥을 소개 드려요. 중화풍 느낌으로 전분물을 살짝 더해 보았어요!","/src/bf6da062-534d-4e39-a9cb-06f4090af0b9.jpg","한그릇요리/스팸요리- 쉽고 간단하게 매콤 스팸덮밥 만들기",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000399","2023-09-17 00:00:00",\N,"요리조리","김치볶음","2685","참치 캔 넣은 김치 볶음 만들었어요","/src/982eea2b-f68f-4546-8d75-219036cd0279.jpg","참치 김치볶음 김치 참치볶음",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001775","2023-09-16 00:00:00",\N,"요리조리","알찜","1630","부드러운 계란찜을 만들어 보세요. 부드러움이 먹고나면 한동안은 잊혀지지 않는답니다.","/src/2ea07453-e64f-4f73-8aa9-31d416cb3f0c.jpg","알찜",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1000778","2023-09-16 00:00:00",\N,"요리조리","김밥계란말이","328","짭쪼롬한 햄이 들어간 김밥에 계란 옷을 입혀 보아요~","/src/1cf6b281-68bd-46de-8798-1a1ec1ebc719.jpg","김밥계란말이",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001475","2023-09-15 00:00:00",\N,"요리조리","오징어삼겹살볶음","1041","육류와 해산물의 환상적인 조합! 매콤하니 좋아요~","/src/20230821-b0947054-2dcb-4e82-bfcd-f057759744d0.jpg","오징어삼겹살볶음",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1002372","2023-09-15 00:00:00",\N,"요리조리","가지치즈그라탕","1645","가지치즈그라탕을 만들어 보세요. 가지를 싫어하는 사람도 맛있게 먹을 수 있어요.","/src/29aabafa-c5bb-4336-b7f3-f04b931815f2.jpg","가지치즈그라탕",\N,"0","0.0","yorizori2018","하","30분 이내",\N
"1000434","2023-09-15 00:00:00",\N,"요리조리",\N,"182","건강한 음식이 먹고 싶을 때 한번 만들어보세요. 아삭한 식감의 연근이 표고버섯과 함께 먹으면 속도 편안하고 좋아요.^^","/src/36a32d0a-ab40-4e53-ba2e-17667a009466.jpg","건강하게 이제 솥밥도 잘 할 수 있어요. 표고버섯연근밥",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1000456","2023-09-14 00:00:00",\N,"요리조리",\N,"1038","쌈밥 먹을떄는 우렁강된장이 없으면 안돼죠!! 상추쌈에 돼지고기와 함께 먹는 오늘의 요리 "" 우렁강된장"" 만들어보아요.","/src/7745a7d9-c14d-4c40-ad33-6b392c93b302.jpg","우렁강된장 우렁쌈장 만드는법",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1002072","2023-09-14 00:00:00",\N,"요리조리","인절미","96","옛날처럼 큰 절구는 없어도 조그마한 절구로 인절미를 만들어 보세요.","/src/cf7ca88f-3e57-440c-81e5-4d1b6a6e3255.jpg","인절미",\N,"0","0.0","yorizori2018","하","60분 이내",\N
"1001055","2023-09-14 00:00:00",\N,"요리조리","버섯크림스파게티","1249","부드러운 크림소스에 담백한 버섯의 향이 코끝을 자극하는 스파게티입니다. 크림소스지만 전혀 느끼하지 않아요.","/src/20230821-280ea748-5042-4556-b2dd-4d904d6424ad.jpg","버섯크림스파게티",\N,"0","0.0","yorizori2018","중","30분 이내",\N
"1001116","2023-09-14 00:00:00",\N,"요리조리","냉면육수","150","시원한 냉면 육수 만드는 방법 꼭 알아두세요~ 여름에는 이녀석이 효자랍니다~","/src/20230821-bbbafa3e-ee91-493c-8a7b-e4f4268d188b.jpg","냉면육수",\N,"0","0.0","yorizori2018","중","60분 이내",\N
