recipe_id,created_time,updated_time,authorship,dish_name,recipe_hits,recipe_intro,recipe_thumbnail,recipe_title,reference_recipe,review_count,scope,user_token_id,level,time,category,scope_count
1000011,2023-07-24 18:49,,요리조리,,0,소고기 감자채볶음 레시피 입니다.,/src/5b560348-e153-4a3a-8504-570ce29d50c0.jpg,소고기 감자채볶음 레시피,,0,0,yorizori2018,중,30분,,
1000012,2023-07-24 18:49,,요리조리,,0,제가 거의 매일 해먹는 녹차 쿠키입니다ㅋㅋ 설거지 거리도 없고 맛도 거의 호텔급이라 공유해봅니다,/src/4f3451e9-9070-471e-bbe2-0bb5a56dad81.jpg,매일 먹어도 질리지 않는 녹차쿠키 만들기,,0,0,yorizori2018,중,30분,,
1000013,2023-07-24 18:49,,요리조리,,0,맛살콘샐러드 레시피 입니다.,/src/b68141f7-6df1-430a-8de4-9ee7332a4e96.jpg,맛살콘샐러드 레시피,,0,0,yorizori2018,중,30분,,
1000014,2023-07-24 18:49,,요리조리,,0,고혈압예방에도 좋은 도토리묵으로 맛있게 도토리묵무침을 만들었습니다.,/src/69520747-c795-4451-a3b4-c9bb9908a843.jpg,도토리묵무침,,0,0,yorizori2018,중,30분,,
1000015,2023-07-24 18:49,,요리조리,,0,더운날씨 그래도 된장찌개 보글보글 끊여서 먹으면 입맛없는날 다른반찬 필요없잖아요. 그래서 더워도 된장찌개를 끊이기 됩니다.,/src/c7d3a791-35a6-4030-aa78-55c8bbb6be8b.jpg,된장찌개,,0,0,yorizori2018,중,30분,,
1000016,2023-07-24 18:49,,요리조리,,0,여름이면 빠지지 않고 찾게 되는 찰옥수수 맛있게 삶는 방법입니다 일반솥에서 단짠의 맛과 알알이 통통 튀는 옥수수알의 식감을 제대로 즐길 수 있는 레시피입니다,/src/a831fe30-5f6f-4c13-b11a-4ece97054eca.jpg,찰옥수수 (여름제철 건강간식 옥수수 맛있게 삶는 방법),,0,0,yorizori2018,중,30분,,
1000017,2023-07-24 18:49,,요리조리,,0,밥을 먹어야 힘이 난다고 생각하는 저희 남편은 한식에 진심인데요 ><♡ 남편이 제일 좋아하는 밥반찬은 역시나 고기반찬! 간장 양념 말고 고추장 양념이 들어가는 빨간 제육볶음 생각이 나서 남편 반찬으로 만들어 봤어요 :) 남편 반찬으로 고추장제육볶음이면 게임 오버! 다른 반찬은 그저 거들 뿐이지유ㅋㅋㅋ 뜨끈뜨끈 매콤달콤! 맛있는 고추장제육볶음으로 기운 충전 완료하셔요♡,/src/bfc744e4-c4ca-4981-a376-cf74cbf65586.jpg,고추장제육볶음 황금레시피- 남편이 좋아하는 돼지고기반찬. 매콤달콤 제육볶음 양념장,,0,0,yorizori2018,중,30분,,
1000018,2023-07-24 18:50,,요리조리,,0,친정엄마가 시골에서 올라오셨어요 속이 쓰려서 김치를 못드신다해서 묵은지를 씻어서 볶아서 도토리묵을 넣고 버무렸답니다 강력 추천 드려요,/src/a25c0ebf-037d-4e93-afd0-85a606de48b9.jpg,맛깔나게 아삭아삭 보들보들 묵은지볶음 도토리묵 무침 만드는 레시피입맛없는 여름 추천드려요,,0,0,yorizori2018,중,30분,,
1000019,2023-07-24 18:50,,요리조리,,0,아이들이 좋아하는 토마토 소스를 듬뿍 넣고 탱글한 새우와 귀여운 알파벳 모양의 파스타 면을 사용했습니다 :),/src/63926d7b-cb0e-4137-9ff7-ac8a9fded29b.jpg,귀엽고 재밌게 색다른 한 끼 '알파벳 파스타',,0,0,yorizori2018,중,30분,,
1000020,2023-07-24 18:50,,요리조리,,2,간단한 아침식사나 간식으로 먹을수 있는 토스트 만드는 레시피 입니다.,/src/3b035383-41b2-4b56-b6a4-d0f87bc028af.jpg,토스트 만들기..,,0,0,yorizori2018,중,30분,,
1000021,2023-07-24 18:50,,요리조리,,0,"카레는 온갖 다양한 야채들을 사용해 만들 수 있는 음식이자, 계절에 따라 얼마든지 색다르게 즐길 수 있는 음식이기도 해요. 마침 달달한 단호박 속이 꽉 찬 듯이 제법 무겁고 단단한 단호박이 있기 때문에 여름방학 점심 메뉴로 어렵지 않게 여름 카레 단호박카레 만들어 먹었어요. 감자와 고구마 대신 단호박을 큼직하게 썰고 당근과 양파도 큼직큼직하게 잘라 설컹하고 달큰하게 씹히도록 만든 단호박카레 한 그릇 담아내어 보았어요. 돼지고기 카레용 사서 간편하게 넣고",/src/f07919f2-939d-46f7-9c56-563588361ba4.jpg,카레 재료 카레돼지고기 카레 맛있게 만드는법 카레만들기 단호박카레 방학 점심 메뉴,,0,0,yorizori2018,중,30분,,
1000022,2023-07-24 18:50,,요리조리,,0,먹으면서 살 빼는 다이어트 전인 알배추 두부참치롤을 여러분들께 소개해드리려고 해요. 반찬으로도 좋고 메인으로도 드셔도 좋으니 참고해서 만들어보세요:),/src/8e5c59e4-192b-4063-8215-9ed2db001f78.jpg,알배추 두부참치롤 도리돌돌 말면 한입컷,,0,0,yorizori2018,중,30분,,
1000023,2023-07-24 18:50,,요리조리,,0,싱싱하고 커다란 생물전복 택배 받자마자 오독오독 씹는 맛이 좋은 회와 날로 별로 안 좋아하는 누구위해 숙회 만들어봅니다.,/src/31d2dceb-2468-47c6-98cd-575405e123ca.jpg,"전복회,전복숙회 만드는법 레시피 ~ 전복 손질법,보관법",,0,0,yorizori2018,중,30분,,
1000024,2023-07-24 18:50,,요리조리,,0,팝콘치킨은 닭고기를 사용하여 팝콘처럼 과자처럼 먹는 느낌을 살려 한입에 먹기 편한 제품인데요. 저희 아이들이 좋아하는 팝콘 치킨을 오래간만에 만들어 주었어요.,/src/01b51cb1-ca8e-45d1-8a18-39c53226d4fb.jpg,콜팝 치킨 만들기,,0,0,yorizori2018,중,30분,,
1000025,2023-07-24 18:50,,요리조리,,0,식감 좋고 영양만점 가지볶음 만들기 해 볼께요.,/src/d5442caa-6b8f-49ad-aecf-0df36dba7ca9.jpg,가지나물볶음 7월 남편아이 제철 도시락밑반찬 굴소스조림,,0,0,yorizori2018,중,30분,,
1000026,2023-07-24 18:50,,요리조리,,0,옥수수 코울슬로우 만들기 해 볼께요.,/src/4048a064-f54b-463e-a38a-4082af0d3679.jpg,코울슬로 샐러드만들기 양배추 콘슬로우 옥수수 캔요리,,0,0,yorizori2018,중,30분,,
1000027,2023-07-24 18:50,,요리조리,,0,"지난번에 난자완스를 하면서 넣었던 닭가슴살양배추쌈과 물만두가 냉동실에 있어서 간단하게 완탕을 만들어 주었습니다. 만두국이라고 할 수도 있겠지만, 우리식의 멸치육수나 소금, 국간장의 간이 아닌 치킨스톡으로 닭육수를 맛을 내어서 완탕이라고 표현했습니다. 완자를 넣어서 만든 국물요리가 완탕이니까요. 치킨스톡과 굴소스로 간을 한 완탕입니다.",/src/44ba86d1-2190-4d63-9d62-8d23d8bd8b26.jpg,#닭가슴살양배추쌈 #물만두 #완탕만들기 #물만두와닭가슴살양배추쌈완탕 #치킨스톡,,0,0,yorizori2018,중,30분,,
1000028,2023-07-24 18:50,,요리조리,,0,여름이면 꼭 먹게 되는 노각무침 불쓰지 않아서 더운 날씨에 자주 사게 돼요~ ㅎㅎ 노각무침에 잘 안 넣는 이재료! 넣어서 더욱 맛깔스럽게 노각무침 한가지 무쳐 저녁 끼니까지 해결 보세요!^^,/src/15a22f2e-e198-4395-9da9-ea79f34d3c91.jpg,노각무침 '이것' 넣어도 되나 싶은 재료 1/2작은술만 넣어보세요 ‼️,,0,0,yorizori2018,중,30분,,
1000029,2023-07-24 18:50,,요리조리,,0,"팍팍 치솟는 물가! 그 와중에 요새 돼지고기 값이 엄청 싸졌더라고요.
돼지고기 장조림에 주로 사용되던 안심부위가 100g 당 2500원 정도 했던거 같은데
어제 마트가니 1300원 언저리에서 팔리고 있어서 뭘 할지 생각도 안하고 잽싸게 담았네요 ㅎㅎ
돈까스를 만들어 먹으려다 집에 기름냄새 한가득 베어들 생각에 돈까스는 접어 버리고
애들이 정말 좋아하는 돼지고기 장조림 만들었어요~
본죽 소고기 장조림 보다 맛있다고 애들이 엄지척!",/src/5eb0ba15-0297-4916-ad2b-9726ae7507b0.jpg,우리집 1등반찬 돼지고기 장조림 최고의 장조림 비법! 밥 까지 비벼드세요!,,0,0,yorizori2018,중,30분,,
1000030,2023-07-24 18:51,,요리조리,,28,잊을만~ 하면 무조건 생각나는 두부김치! 맛있게 볶아진 김치와 고소한 두부를 함께 즐기면 정말 맛있지 않나요? 오늘은 볶은 김치와 두부를 따로따로 먹는게 아니라 팬위에서 한번에 조리함과 동시에 고소하고 짭짤한 치즈를 추가해서 치즈 두부김치 만들거에요~,/src/f321577b-22f3-4119-9ff5-a4682a7143d4.jpg,고기 없이 맛있는 두부김치 황금레시피 두부김치 만드는법 두부김치 만들기,,3,4,yorizori2018,중,30분,,
1000031,2023-07-24 18:51,,요리조리,,0,"비빔국수 만드는 법은 고추장과 김치를 넣고 버무린 김치 비빔국수도 맛있지만, 이번에는 자극적이지 않은 초간단 간장비빔국수를 만들어 맛있게 먹었어요.(큰술: 밥 숟가락 기준 입니다)",/src/97bcd9d2-9bdd-47ff-82da-e7195e922e4d.jpg,비빔국수 만드는 법(초간단 간장비빔국수 레시피 양념장),,0,0,yorizori2018,중,30분,,
1000032,2023-07-24 18:51,,요리조리,,0,김진옥요리가좋다 블로그 바로가기 https://hls3790.tistory.com/1688 장마철이다보니....채소값이 많이 올랐더라고요~ 시장에 갔더니 그나마 저렴하면서 상태로 좋은 김칫거리가 실파가 보이길래... 파김치 좋아하는 딸아이를 위해 실파김치 담궜습니다. 여름철에는 쪽파보다는 실파라고 가늘고 긴 파인데요~ 실파로 파김치를 담그면 절이지 않아도 쉽게 파김치를 담글수 있습니다! 재료:실파1단(손질후 무게가500g). 양파1/2개.찬밥2T.새우젓,/src/f1c3a464-35fd-4e84-b47c-2ae94164d0a7.jpg,여름철 쪽파대신 실파로 절이지 않고 손쉽게 파김치 담그는법 김진옥요리가좋다,,0,0,yorizori2018,중,30분,,
1000033,2023-07-24 18:51,,요리조리,,0,너무 자주 해먹는 떡만두국 초간단 레시피로 맛있게 만들어 봐요,/src/b85179c1-b1ac-483e-841e-4ae68f1cabe5.jpg,너무 자주 해먹는 떡만두국,,0,0,yorizori2018,중,30분,,
1000034,2023-07-24 18:51,,요리조리,,0,오늘은 오랜만에 집에서 직접 찹쌀가루 인절미를 만들어 봤어요. 찹쌀가루와 전자레인지만 있으면 아주 간편하게 떡을 만들 수 있습니다.,/src/7498306d-63d7-47d2-b110-47367903ba55.jpg,집에서 직접 찹쌀가루 인절미/흑임자떡/흑임자인절미 만들기,,0,0,yorizori2018,중,30분,,
1000035,2023-07-24 18:51,,요리조리,,0,오늘은 로투스 스프레드와 로투스 과자를 사용한 음료인 로투스 크림라떼 레시피를 소개할게요,/src/79755182-d6ba-417d-a6bb-2cb49d24540a.jpg,로투스 크림라떼 만들기,,0,0,yorizori2018,중,30분,,
1000036,2023-07-24 18:51,,요리조리,,11,부드럽고 담백한 마파두부 순식간에 먹었어요,/src/60efa280-9f1d-44c0-8052-31e26c27cc16.jpg,마파두부 # 두반장 없을때도 OK,,0,0,yorizori2018,중,30분,,
1000037,2023-07-24 18:51,,요리조리,,0,노각으로 새콤달콤 무침 만들었어요,/src/53b0c769-f3f3-4526-88f7-8e677ea77679.jpg,노각무침 노각오이무침 오이노각무침 노각생채,,0,0,yorizori2018,중,30분,,
1000038,2023-07-24 18:51,,요리조리,,0,스팸을 이용해 초간단하게 만들어본 한그릇요리~ 매콤 스팸덮밥을 소개 드려요. 중화풍 느낌으로 전분물을 살짝 더해 보았어요!,/src/bf6da062-534d-4e39-a9cb-06f4090af0b9.jpg,한그릇요리/스팸요리- 쉽고 간단하게 매콤 스팸덮밥 만들기,,0,0,yorizori2018,중,30분,,
1000039,2023-07-24 18:52,,요리조리,,0,밥은 하기 싫고 간단하게 먹고싶은데 매콤한건 땅기는 날이 있죠 그때 딱!! 먹어주면 최고인 반찬을 소개해 드릴께요,/src/65df2843-fd5b-42f6-aab8-12d6553d85a3.jpg,청양고추 멸치볶음 만드는법 간단하게 만들기,,0,0,yorizori2018,중,30분,,
1000040,2023-07-24 18:52,,요리조리,,0,토마토 소스가 없어도 잘 익은 토마토만 있다면 파스타 만들기 어렵지 않아요. 빨리 만들어볼까요?,/src/af1d9290-79f6-4019-adaf-776a94d779c6.jpg,토마토 시금치 비건 파스타,,0,0,yorizori2018,중,30분,,
1000041,2023-07-24 18:52,,요리조리,,0,채소를 듬뿍 먹을 수 있는 밀푀유 샐러드에요. 하루 야채 한번에 다 먹게 될지도 모르니 꼭 만들어 보세요.,/src/4f956db9-6b21-4c8e-9859-fc79bac1d951.jpg,토마토 밀푀유 샐러드 with 요리 에센스 연두 마늘 소스,,0,0,yorizori2018,중,30분,,
1000042,2023-07-24 18:52,,요리조리,,0,간장국수만 먹기 좀 심심할때 집에 있는 대패삼겹살을 볶아 고명을 올려 만든 대패 간장국수입니다. 고기와 국수 조합 다들 아시죠? ㅎㅎ,/src/3b2c06eb-9448-4c0c-9d69-0e786359a85a.jpg,대패 간장국수 레시피,,0,0,yorizori2018,중,30분,,
1000043,2023-07-24 18:52,,요리조리,,0,따뜻한 치즈에 토마토를 넣으면 상큼한 맛을 더할 수 있지요. 쭉쭉 늘어나는 고소한 치즈와 새콤달콤 토마토 슬라이스를 넣은 담백한 샌드위치에요.,/src/4a8c9bef-6d10-4fa8-8186-3541749ee5f1.jpg,코스트코 틸라무크 콜비잭(Colby Jack) 치즈 토마토 샌드위치,,0,0,yorizori2018,중,30분,,
1000044,2023-07-24 18:52,,요리조리,,0,"샐러드로 먹어도 좋은 냉파스타를 소개할게요. 미리 만들어 놓은 토마토 마라네이드와 파스타면 삶아 비벼주기만 하면 간편하고 시원하고, 게다가 예쁘게 먹을 수 있는 냉파스타를 만들어 보자고요.",/src/dea471a2-e450-4b17-a521-2f30b24655dd.jpg,"비건 채소 요리, 토마토 마리네이드 파팔레 냉파스타 만들기",,0,0,yorizori2018,중,30분,,
1000045,2023-07-24 18:52,,요리조리,,0,푹푹 찌는 가스 불 앞에서 우리를 해방시켜주는 레시피에요. 이번에 만든 컬러 방울 토마토 마리네이드는 냉파스타를 위한 요리에요.,/src/1524623d-a5f5-41ca-a781-ee731870921a.jpg,"불앞에서 해방되는 레시피, 컬러 방울 토마토 마리네이드 Cherry Tomato Marinade",,0,0,yorizori2018,중,30분,,
1000046,2023-07-24 18:52,,요리조리,,0,초간단 오이지 담그기 너무 쉬우니까요 이번 주말에 한번 해 보세요.,/src/429e538d-68fa-42a1-b75f-2aa9b9ee92a1.jpg,초간단 오이지 만들기 물 없이 담그는법,,0,0,yorizori2018,중,30분,,
1000047,2023-07-24 18:52,,요리조리,,0,부드럽고 고소해서 아침국으로 좋아요. 간단한 국 끓이기 두부 무국,/src/de272468-24c5-451c-be8e-1fbf2c23cd49.jpg,두부 무국 초간단 아침국 끓이기 들깨 넣으면 더 고소해요,,0,0,yorizori2018,중,30분,,
1000048,2023-07-24 18:52,,요리조리,,0,장보러 갔다가 삭힌 홍어 1팩을 샀어요 옆지기가 <홍어전> 맛있다고 해서요 아~~~이건 술안주용 ㅋㅋㅋ; 톡 쏘는 매력에 사로잡히고 말았습니다 비 오는 날 먹으니 맛있네요,/src/328b1871-5862-4f90-ba75-9cd65414fd51.jpg,톡 쏘는 매력 <홍어전 >,,0,0,yorizori2018,중,30분,,
1000049,2023-07-24 18:52,,요리조리,,0,비가 억수로 와서 이제 그만 왔으면 좋겠는데 아직 그칠 기미가 없네요. 비가 와서 생각나는건 전이지만 요즘 무지막자하게 먹어서 급 다이어트하려고 조금 조절하고 있어요. 며칠전 콩국수를 맛있게 먹어서 집에서 콩국수를 쉽게 만들어 먹으려고 유투브 스승님들의 자료를 모아모아 나름 접목 시킨 레시피입니다.,/src/9d28eedb-c4c5-4bc7-a890-6616f3208dfd.jpg,[다이어트 요리] 아삭한 식감 오이면콩국수 만들기,,0,0,yorizori2018,중,30분,,
1000050,2023-07-24 18:52,,요리조리,,4,집에 있는 재료들로 급할때 호다닥 만들어 드실수 있어요^^,/src/03de551f-ee8e-43e8-b8f9-a86d46650b89.jpg,소면만 있으면 끝! 왜 이제야 알았을까요? 초간단 간장비빔국수 레시피 요리,,0,0,yorizori2018,중,30분,,
1000051,2023-07-24 18:52,,요리조리,,0,신랑이 술안주 만들어 달래서 무쳐봤어요,/src/2f85e94b-1009-4514-b866-746a1b8e26c3.jpg,골뱅이 무침.. 소면과 함께~,,0,0,yorizori2018,중,30분,,
1000052,2023-07-24 18:53,,요리조리,,0,허니갈릭 소스에 버무린 닭고기와 토마토의 조화,/src/38ab688f-f4a4-4468-ae94-39c8676a4ea9.jpg,토마토 허니갈릭 치킨 샌드위치 만들기,,0,0,yorizori2018,중,30분,,
1000053,2023-07-24 18:53,,요리조리,,0,시판용 만능 비빔&무침양념장 하나만 있으면 맛있는 오이부추무침이 뚝딱! 만들어집니다.,/src/f6d6ce56-cdf0-4213-97b1-d968ce9e9f03.jpg,3분컷... 오이부추무침..,,0,0,yorizori2018,중,30분,,
1000054,2023-07-24 18:53,,요리조리,,0,여름이다보니 자꾸만 입맛이 돋을 수 있는 상큼하고 시원하면서도 자극적인 반찬이 생각이 나더라고요. 때마침 집에 오이도 있고 오징어도 있어서 간단하게 무쳐낸 오징어오이무침 만들기입니다. 밥반찬으로도 좋고 국수 고명이나 안주로도 손색이 없지요.,/src/497e4936-2031-4333-a846-8f51780d6032.jpg,매콤상큼 오징어오이무침 만들기,,0,0,yorizori2018,중,30분,,
1000055,2023-07-24 18:53,,요리조리,,0,"여름하면 가장 먼저 떠오르는 식재료가 가지인데요. 가지는 조리하면 특유의 식감때문에 싫어하는 분들이 많으시죠. 하지만 오늘은 그런 분들도 맛있게 먹을 수 있는 어향가지튀김 만들기입니다.
밥반찬은 물론 술안주로도 참 훌륭해요.",/src/c4a6f2ac-367a-46e0-8682-3fe64b717d6c.jpg,여름밥반찬 어향가지튀김 만들기,,0,0,yorizori2018,중,30분,,
1000056,2023-07-24 18:53,,요리조리,,0,복날 삼계탕 먹고 남은 닭가슴살을 이용해 야채와 토마토 넣고 냉채만들었어요~ 야채랑 토마토 많이 넣고 만드시면 더 맛있게 드실수 있어요~^^,/src/92ad985e-2ca2-4e72-8353-daabdc170370.jpg,닭토마토냉채 ) 닭가슴살과 토마토 넣고 만드는 고소한 냉채~,,0,0,yorizori2018,중,30분,,
1000057,2023-07-24 18:53,,요리조리,,0,미니 밤호박으로 솥밥 지어 볼게요 무쇠솥으로 맛있게~~,/src/aa3596d6-17fd-45c2-bae6-09f6f4936b6c.jpg,단호박무쇠솥밥 미니밤호박솥밥,,0,0,yorizori2018,중,30분,,
1000058,2023-07-24 18:53,,요리조리,,0,감자샐러드는 식사대용으로 먹기에도 굿~~ 밥에 쪄서 만드는 감자샐러드 만들어 볼게요,/src/adb7da07-0332-4b4f-b013-b7d020486bc9.jpg,감자샐러드 으깬감자 샐러드 간단 한 끼,,0,0,yorizori2018,중,30분,,
1000059,2023-07-24 18:53,,요리조리,,0,이름만 들어도 군침 도는 떡갈비는 남녀노소 물론 외국인들도 좋아하는 호불호가 없는 음식으로 황금 레시피예요 남은 것은 개별로 랩을 씌워서 냉동실에 넣어두고 먹어도 좋아요 재료 올립니다,/src/804419d0-8b92-414f-bcb0-87077f6f212b.jpg,떡갈비 황금 레시피,,0,0,yorizori2018,중,30분,,
1000060,2023-07-24 18:53,,요리조리,,0,"파스타면을 삶아 뜨거운 채로 바로 바질,토마토 넣고 브리치즈를 녹이는 파스타로 성시경씨가 만드는 것을 보고 와~이거 맛있겠구나! 싶어서 바로 브리치즈를 인터넷으로 주문 냉파스타 먹는 기분이 들면서 바질향과 마늘향이 배어 들어 전혀 느끼하지 않고 달콤한 토마토와의 조합이 굿,굿 브리치즈 파스타에 치킨 시켜 샐러드 한접시 만들어 곁들이니 다들 반응이 좋더라구요 특히 여름철에 <브리치즈 파스타> 제격 입니다",/src/5b15aad4-b829-45f9-bb48-483ccaf3afe1.jpg,성시경 파스타 브리치즈,,0,0,yorizori2018,중,30분,,
1000061,2023-07-24 18:53,,요리조리,,0,아ㆍ점으로 수란이 들어 간 김치죽을 끓였어요. 김치죽은 가끔 끊여 먹는데 수란이 들어간 레시피는 처음인데 훨씬 부드럽고 든든해요.,/src/08615039-e1a0-4587-a6e7-0aa89802c289.jpg,편스토랑 류수영 김치죽 레시피,,0,0,yorizori2018,중,30분,,
1000062,2023-07-24 18:53,,요리조리,,0,"토마토를 요리에 활용하면 더 맛있게 먹게되어서 자주 만들어 먹어요.
매운맛은 조절하세요~",/src/8a789c58-13a2-4b9a-accb-6d9934fdd988.jpg,토마토 비빔국수 맛있는 양념장,,0,0,yorizori2018,중,30분,,
1000063,2023-07-24 18:53,,요리조리,,0,"고디는 다슬기의 대구 방언이에요 고디국은 삶은 다슬기의 살을 발라 낸 후 삶은 국물에 다슬기 살과 여러 가지 야채, 들깻가루 등을 넣어 끓인 국인데요 오늘은 다슬기와 채소를 넣고 소금으로 간을 한 다슬기 맑은탕으로 만들어 볼게요",/src/5d24e73f-bdec-42a6-a58b-e2256da7b5b7.jpg,고디국 만들기 다슬기 국,,0,0,yorizori2018,중,30분,,
1000064,2023-07-24 18:53,,요리조리,,0,가장자리는 바삭하면서 중앙 부분은 쫄깃한 맛난 감자전이에요,/src/55f074d0-3028-45da-ab20-b1c63f3f91a5.jpg,감자전 만들기 전분으로 쫄깃한 감자 전 만드는 법,,0,0,yorizori2018,중,30분,,
1000065,2023-07-24 18:54,,요리조리,,0,7~8월이면 어김없이 새콤달콤 자두를 흔히 볼 수 있는데요 새콤한 과일을 좋아하는 저는 자두칠러도 좋아하는 편인데요 집에 자두가 많이 들어와서 왕창 갈아서 마셔보았어요,/src/441b3387-0a8c-4d59-900a-3f6c9b6fe554.jpg,자두 칠러 자두주스 만들기,,0,0,yorizori2018,중,30분,,
1000066,2023-07-24 18:54,,요리조리,,0,낮은 칼로리와 포만감에 다이어트 음식으로 인기 좋은 곤약! 곤약이 메인인 무침 반찬을 만들어 보았어요 고소하고 짭조름해서 반찬으로 먹기에도 괜찮아요 바로 만들어 볼게요,/src/2844fd43-2c74-47ea-bb1f-703915510705.jpg,곤약김무침 다이어트 반찬 곤약 만들기,,0,0,yorizori2018,중,30분,,
1000067,2023-07-24 18:54,,요리조리,,0,"소 한 마리당 두덩이만 나와 귀하다는 아롱사태 단백질이 가득한 든든한 보양식으로도 초대요리로도 너무 좋은 아롱사태수육, 전골 푹 삶아서 어린이나 이가 약한 분들도 드시기 좋게 만들어 보았어요",/src/636fdb81-e279-4231-a281-7bc6b7af988c.jpg,"아롱사태수육, 전골 만들기 아롱사태 요리",,0,0,yorizori2018,중,30분,,
